Date,close_stock,volume_stock,close_sp500,volume_sp500,m2_supply,fed_rate,google_trend,ma14,rsi14,ma30,rsi30,ma50,rsi50,ma200,rsi200,volume_stock_pct_change_1d,next_day_pct_change,last_positive
2016-01-04,2.7699999809265137,32516800,2012.6600341796875,4304880000,12340.1,0.24,48.903225806451616,0.9778236168273301,60.2806981053281,0.90180505244262,61.13604830668454,0.8470758159036728,58.67439840946281,0.7954873650202242,50.5079132648323,1.9331144406058036,-0.0072202097704795465,False
2016-01-05,2.75,12972300,2016.7099609375,3706620000,12340.1,0.24,48.87096774193548,0.9955844074100643,59.0082049982267,0.9157575665098249,60.47261146602067,0.8576727242903277,58.271910176563644,0.8011818131533537,50.421526154591454,-0.6010585297446243,-0.08727273074063391,False
2016-01-06,2.509999990463257,23759400,1990.260009765625,4336660000,12340.1,0.24,48.83870967741935,1.0950483758355047,46.36095965977279,1.0071713079291846,53.29334409606028,0.9420717130792918,53.7565583009018,0.8771314720789521,49.40247307121073,0.8315487615920076,-0.09163347408261802,False
2016-01-07,2.2799999713897705,22203500,1943.0899658203125,5076590000,12340.1,0.24,48.806451612903224,1.1973684295046818,37.96345005148342,1.1096491241829327,47.681435421732985,1.0382456219603593,49.970100625625875,0.9644956202611038,48.45917196885408,-0.06548566041229997,-0.061403450983492314,False
2016-01-08,2.140000104904175,31822400,1922.030029296875,4664940000,12340.1,0.24,48.774193548387096,1.261682179550604,33.934233834442026,1.1791276576567844,44.71641552668655,1.106074706786941,47.87555813642152,1.026448541530119,47.899658255250664,0.4332154840453082,0.09345785021542907,False
2016-01-11,2.3399999141693115,19629300,1923.6700439453125,4607290000,12340.1,0.24,48.67741935483871,1.1504884371569868,43.20749641279543,1.0777778049479871,49.36925260600786,1.0129060138643464,50.877063706518925,0.9380555838295548,48.749256864426705,-0.3831609180954296,0.02136760366190571,True
2016-01-12,2.390000104904175,17986100,1938.6800537109375,4887260000,12340.1,0.24,48.645161290322584,1.1222354543973612,45.275561295979735,1.0560668896761467,50.44782599556636,0.9938911636192816,51.588219569287965,0.9177405396459655,48.958386995656525,-0.08371159440224563,-0.05857744717956315,True
2016-01-13,2.25,12749700,1890.280029296875,5087030000,12340.1,0.24,48.61290322580645,1.1755555546472942,40.79603133087251,1.120148139529758,47.51589189079245,1.0568888833787706,49.53913664578048,0.9738444381290012,48.402586876697754,-0.2911359327480666,-0.017777760823567745,False
2016-01-14,2.2100000381469727,15666600,1921.8399658203125,5241110000,12340.1,0.24,48.58064516129032,1.1767937769022303,39.59077746625538,1.138461511906041,46.71345985755717,1.0761990706638134,48.97203322074867,0.9904072162290337,48.245313647525236,0.22878185369067516,-0.08144799260190394,False
2016-01-15,2.0299999713897705,21199300,1880.3299560546875,5468460000,12340.1,0.24,48.54838709677419,1.2498240845015858,34.63238609653904,1.2354679900346515,43.308740851379,1.169162571759002,46.52635198266111,1.0766009931132263,47.54660558200487,0.3531525666066664,-0.039408829967266135,False
2016-01-19,1.9500000476837158,18978900,1881.3299560546875,4928350000,12340.1,0.24,48.41935483870968,1.262637332809849,32.6737772717978,1.2813674825350243,41.904504806155096,1.2145640663106851,45.495930048118815,1.1188717599068725,47.24100541985011,-0.10473930742996229,-0.07692312394843659,False
2016-01-20,1.7999999523162842,29243600,1859.3299560546875,6416070000,12340.1,0.24,48.38709677419355,1.3202381294555774,29.32497442514646,1.3792592873200473,39.42501865974574,1.3113333599125905,43.64648572675531,1.2096111346512672,46.675673460941795,0.540847994351622,0.16111109418633496,False
2016-01-21,2.0899999141693115,26387900,1868.989990234375,5078810000,12340.1,0.24,48.354838709677416,1.106630253102599,41.7542440951072,1.1835726093925898,45.83490257348763,1.1288038653471129,47.83025528074942,1.0403110398643864,47.8874159563185,-0.0976521358519471,-0.03349279240072123,True
2016-01-22,2.0199999809265137,16245500,1906.9000244140625,4901760000,12340.1,0.24,48.32258064516129,1.1149222160221401,39.928873450108796,1.218481850405166,44.65499004107439,1.1670297057749466,46.971334210491584,1.0746534674441788,47.62487599213651,-0.38435798225701934,0.04950490375089078,False
2016-01-25,2.119999885559082,13080900,1877.0799560546875,4401380000,12340.1,0.24,48.225806451612904,1.0404313188333272,43.71446601758478,1.1573899904377651,46.6833344481215,1.1129245796522778,48.324075351228366,1.0225472170027545,48.03392263592251,-0.19479855960112036,-0.023584884441207543,True
